nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_resource_id
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50173002,null,EQUEURDREVILLE HAINNEVILLE - Jean Moulin,Voirie,29 rue Jean Moulin 50120 EQUEURDREVILLE HAINNEVILLE,50173,"[49.654087,-1.675774]",2,FRS50E501730021,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02554703254210,2017-05-05,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50173003,null,EQUEURDREVILLE HAINNEVILLE - Louise Michel,Voirie,rue Louise Michel 50120 EQUEURDREVILLE HAINNEVILLE,50173,"[49.642007,-1.664020]",2,FRS50E501730031,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02554992689870,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50173004,null,EQUEURDREVILLE HAINNEVILLE - Résistants,Voirie,rue des Résistants 50120 EQUEURDREVILLE HAINNEVILLE,50173,"[49.647892,-1.654263]",2,FRS50E501730041,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02554413818695,2017-05-05,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50340003,null,FLAMANVILLE - Dielette,Voirie,Dielette 50340 FLAMANVILLE,50184,"[49.5512758,-1.8579488]",2,FRS50E503400031,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02562807451680,2016-12-14,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50320001,null,FOLLIGNY - Le Repas,Voirie,15 Le Repas 50320 FOLLIGNY,50188,"[48.8358569,-1.4147694]",2,FRS50E503200011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,50031927673075,2017-04-25,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50180002,null,AGNEAUX - Rue Antoine LAVOISIER,Voirie,40 rue Antoine Lavoisier 50180 AGNEAUX,50002,"[49.1121181,-1.132432]",2,FRS50E501800022,null,22,true,false,false,false,true,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02544138855305,2017-02-15,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50450001,null,GAVRAY - Eglise,Voirie,Place de la Bascule 50450 GAVRAY,50197,"[48.9096407,-1.3505134]",2,FRS50E504500011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02521707596407,2016-10-19,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50560002,null,GOUVILLE SUR MER - Crédit Mutuel,Voirie,Route de Coutances 50560 GOUVILLE SUR MER,50215,"[49.0965681,-1.5794053]",2,FRS50E505600021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02522865338831,2016-10-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50560001,null,GOUVILLE SUR MER - Plage,Voirie,Rue de la Mer 50560 GOUVILLE SUR MER,50215,"[49.0993255,-1.6079197]",2,FRS50E505600011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547033211454,2016-10-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502181,null,GRANVILLE - la Gare,Voirie,13 place Pierre Semard 50400 GRANVILLE,50218,"[48.8381083,-1.5877092]",2,FRS50E5021811,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02512735091967,2018-01-26,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502182,null,GRANVILLE - Mairie,Voirie,Rue du Commandant Yvon 50400 GRANVILLE,50218,"[48.8375254,-1.5965401]",2,FRS50E5021821,null,22,true,false,false,false,true,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02585672864044,2018-03-16,"Prise T3-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50400001,null,GRANVILLE - Place Bedeau,Voirie,11 rue de la Fontaine Bedeau 50400 GRANVILLE,50218,"[48.8359208,-1.5955279]",2,FRS50E504000011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02597250288008,2017-02-03,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50400002,null,GRANVILLE - St Nicolas Agora,Voirie,387 rue St Nicolas 50400 GRANVILLE,50218,"[48.8327924,-1.5683501]",2,FRS50E504000021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02501302386581,2017-02-03,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502241,null,GUILBERVILLE,Voirie,2 rue du Saussey 50160 GUILBERVILLE,50224,"[48.988129,-0.949023]",2,FRS50E5022411,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02496381947493,2018-03-23,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502242,null,GUILBERVILLE - Aire de covoiturage Le Saussey,Station dédiée à la recharge rapide,D974 50160 GUILBERVILLE,50224,"[48.983317,-0.954338]",3,FRS50E5022421,null,43,false,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,50028465411117,2020-11-26,"Prise T2<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr, soit d'un TPE sans contact<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50450002,null,HAMBYE - Place de la Mairie,Voirie,3 place de la Bascule 50450 HAMBYE,50228,"[48.9483719,-1.2642285]",2,FRS50E504500021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02504196742573,2017-01-04,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50590001,null,HAUTEVILLE SUR MER - Place des Robans,Voirie,Place des Robans 50590 HAUTEVILLE SUR MER,50231,"[48.9774889,-1.5568028]",2,FRS50E505900011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,50089235921855,2016-08-18,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P502391,null,HEBECREVON,Voirie,Chemin des Bruyères 50180 HEBECREVON,50239,"[49.133094,-1.175209]",2,FRS50E5023911,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02584659839106,2017-12-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50540002,null,ISIGNY LE BUAT - Carrefour des Biards,Voirie,Carrefour des Biards 50540 ISIGNY LE BUAT,50256,"[48.5960906,-1.1796253]",2,FRS50E505400021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547756800405,2016-10-23,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50540001,null,ISIGNY LE BUAT - Salle Omnisports,Voirie,Rue d'Avranches 50540 ISIGNY LE BUAT,50256,"[48.6204334,-1.1743921]",2,FRS50E505400011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02547612082652,2016-10-23,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50890001,null,CONDE SUR VIRE - Le Bourg - Place de la mairie,Voirie,Rue St Martin 50890 CONDE SUR VIRE,50139,"[49.0517922,-1.0375894]",2,FRS50E508900011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02523444210004,2016-10-14,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501295,null,CHERBOURG OCTEVILLE - Trottebecq,Voirie,32 rue Vintras 50100 CHERBOURG OCTEVILLE,50129,"[49.635956,-1.611977]",2,FRS50E5012951,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02532995583687,2018-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501293,null,CHERBOURG OCTEVILLE - St Clément,Voirie,1 Place St Clément 50100 CHERBOURG OCTEVILLE,50129,"[49.638748,-1.612950]",2,FRS50E5012931,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02533285019229,2018-06-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
CHERBOURG EN COTENTIN,200056844,mairie@cherbourg.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P501296,null,CHERBOURG OCTEVILLE - Rue des Tribunaux,Voirie,2 Rue des Tribunaux 50100 CHERBOURG OCTEVILLE,50129,"[49.637993,-1.621794]",2,FRS50E5012961,null,22,true,true,false,false,false,false,true,true,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02533574454819,2019-07-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50180001,null,AGNEAUX - Rue du Général de Gaulle,Voirie,12 impasse de la Palière 50180 AGNEAUX,50002,"[49.1168854,-1.1135212]",2,FRS50E501800011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02549493413941,2017-01-04,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50003001,null,AGON-COUTAINVILLE - Avenue du Golf,Voirie,5 avenue du Golf 50230 AGON-COUTAINVILLE,50003,"[49.0490526,-1.5985858]",2,FRS50E500030011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02517655498034,2017-02-17,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
AVRANCHES,200083640,mairie@avranches.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50025001,null,AVRANCHES - Gare,Voirie,3 Place de la Gare 50300 AVRANCHES,50025,"[48.6908636,-1.3691367]",2,FRS50E500250011,null,3,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Indirect,02598986946060,2017-05-11,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
AVRANCHES,200083640,mairie@avranches.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50025002,null,AVRANCHES - Place Carnot,Voirie,15 place Carnot 50300 AVRANCHES,50025,"[48.6838561,-1.3638731]",2,FRS50E500250021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02525614976759,2017-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
AVRANCHES,200083640,mairie@avranches.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50025003,null,AVRANCHES - Place Valhubert,Voirie,2 rue du Général de Gaulle 50300 AVRANCHES,50025,"[48.6867883,-1.3632336]",2,FRS50E500250031,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02525759694503,2017-04-27,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50720001,null,BARENTON - Mairie,Voirie,Place du Général de Gaulle 50720 BARENTON,50029,"[48.5992163,-0.8327776]",2,FRS50E507200011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02519102676012,2016-10-28,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50270001,null,BARNEVILLE CARTERET - Gare Maritime,Voirie,6 rue du Port 50270 BARNEVILLE CARTERET,50031,"[49.372388,-1.7906159]",2,FRS50E502700011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02520984007435,2017-01-04,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50031001,null,BARNEVILLE CARTERET - Mairie,Voirie,2 place de la Mairie 50270 BARNEVILLE CARTERET,50031,"[49.3821883,-1.7554556]",2,FRS50E500310011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02521273443065,2017-06-16,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50270002,null,BARNEVILLE CARTERET - Plage,Voirie,2 bd de l'avenir 50270 BARNEVILLE CARTERET,50031,"[49.3682998,-1.7690024]",2,FRS50E502700021,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02520839289650,2017-01-04,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50440001,null,BEAUMONT HAGUE - Cyberbase,Voirie,Le Parc de la Mairie 50440 BEAUMONT HAGUE,50041,"[49.6621683,-1.8364845]",2,FRS50E504400011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02532416713730,2016-01-20,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
SDEM50,255002883,sdem@sdem50.fr,Total marketing france,e-charge50@sdem50.fr,809107584,e-charge50,FRS50P50340001,null,BENOITVILLE - Croix Georges,Voirie,La Croix Georges 50340 BENOITVILLE,50045,"[49.5357881,-1.7752953]",2,FRS50E503400011,null,22,true,true,false,false,false,false,true,false,true,null,Accès libre,false,24/7,Accessible mais non réservé PMR,Aucune restriction,false,Direct,02591895729528,2016-10-28,"Prise T2-EF<br>Service accessible<br>- aux abonnÃ©s disposant d'un badge de mobilitÃ© Ã©lectrique<br>- aux non abonnÃ©s disposant d'une carte bancaire, via le site www.e-charge50.fr<br>Informations disponibles sur le site www.e-charge50.fr'",2021-05-17,2021-05-28T16:57:36.114000,a22f7243-998a-4e8d-8322-b428040a4223
